"title","fiscal_year","n","n_common","n_uncommon","common_mean","uncommon_mean","common_median","uncommon_median","gap","gap_dollars","uncommon_share","suppressed"
"CHIEF CLERK",2016,3,3,0,,,,,,,0,TRUE
"CHIEF CLERK",2017,4,4,0,,,,,,,0,TRUE
"CHIEF CLERK",2018,4,4,0,,,,,,,0,TRUE
"CHIEF CLERK",2019,4,4,0,,,,,,,0,TRUE
"CHIEF CLERK",2020,4,4,0,,,,,,,0,TRUE
"CHIEF CLERK",2021,4,4,0,,,,,,,0,TRUE
"CHIEF CLERK",2022,4,4,0,,,,,,,0,TRUE
"CHIEF CLERK",2023,3,3,0,,,,,,,0,TRUE
"CHIEF CLERK",2024,3,3,0,,,,,,,0,TRUE
"CHIEF CLERK",2025,4,4,0,,,,,,,0,TRUE
"CHIEF COLLEGE LAB TECHNICIAN",2014,19,17,2,,,,,,,0.105263157894737,TRUE
"CHIEF COLLEGE LAB TECHNICIAN",2015,17,15,2,,,,,,,0.117647058823529,TRUE
"CHIEF COLLEGE LAB TECHNICIAN",2016,19,17,2,,,,,,,0.105263157894737,TRUE
"CHIEF COLLEGE LAB TECHNICIAN",2017,20,18,2,,,,,,,0.1,TRUE
"CHIEF COLLEGE LAB TECHNICIAN",2018,20,18,2,,,,,,,0.1,TRUE
"CHIEF COLLEGE LAB TECHNICIAN",2019,20,18,2,,,,,,,0.1,TRUE
"CHIEF COLLEGE LAB TECHNICIAN",2020,21,19,2,,,,,,,0.0952380952380952,TRUE
"CHIEF COLLEGE LAB TECHNICIAN",2021,21,19,2,,,,,,,0.0952380952380952,TRUE
"CHIEF COLLEGE LAB TECHNICIAN",2022,21,19,2,,,,,,,0.0952380952380952,TRUE
"CHIEF COLLEGE LAB TECHNICIAN",2023,21,19,2,,,,,,,0.0952380952380952,TRUE
"CHIEF COLLEGE LAB TECHNICIAN",2024,22,20,2,,,,,,,0.0909090909090909,TRUE
"CHIEF COLLEGE LAB TECHNICIAN",2025,22,20,2,,,,,,,0.0909090909090909,TRUE
"CHIEF DIVERSITY OFFICER DOE",2023,1,1,0,,,,,,,0,TRUE
"CHIEF DIVERSITY OFFICER DOE",2024,1,1,0,,,,,,,0,TRUE
"CHIEF DIVERSITY OFFICER DOE",2025,1,1,0,,,,,,,0,TRUE
"CHIEF DOCKMASTER",2014,2,2,0,,,,,,,0,TRUE
"CHIEF DOCKMASTER",2015,2,2,0,,,,,,,0,TRUE
"CHIEF DOCKMASTER",2016,1,1,0,,,,,,,0,TRUE
"CHIEF DOCKMASTER",2024,2,2,0,,,,,,,0,TRUE
"CHIEF DOCKMASTER",2025,3,3,0,,,,,,,0,TRUE
"CHIEF EFFECTIVENESS OFFICER",2025,1,0,1,,,,,,,1,TRUE
"CHIEF ENGINEER",2014,1,1,0,,,,,,,0,TRUE
"CHIEF ENGINEER",2015,1,1,0,,,,,,,0,TRUE
"CHIEF ENGINEER",2016,1,1,0,,,,,,,0,TRUE
"CHIEF ENGINEER",2017,1,1,0,,,,,,,0,TRUE
"CHIEF FINANCIAL OFFICER",2024,1,1,0,,,,,,,0,TRUE
"CHIEF FINANCIAL OFFICER",2025,1,1,0,,,,,,,0,TRUE
"CHIEF FIRE MARSHAL",2014,1,1,0,,,,,,,0,TRUE
"CHIEF FIRE MARSHAL",2015,1,1,0,,,,,,,0,TRUE
"CHIEF FIRE MARSHAL",2016,1,1,0,,,,,,,0,TRUE
"CHIEF FIRE MARSHAL",2017,1,1,0,,,,,,,0,TRUE
"CHIEF FIRE MARSHAL",2018,1,1,0,,,,,,,0,TRUE
"CHIEF FIRE MARSHAL",2019,1,1,0,,,,,,,0,TRUE
"CHIEF FIRE MARSHAL",2020,1,1,0,,,,,,,0,TRUE
"CHIEF FIRE MARSHAL",2021,1,1,0,,,,,,,0,TRUE
"CHIEF FIRE MARSHAL",2022,1,1,0,,,,,,,0,TRUE
"CHIEF FIRE MARSHAL",2023,1,1,0,,,,,,,0,TRUE
"CHIEF FIRE MARSHAL",2024,1,1,0,,,,,,,0,TRUE
"CHIEF FIRE MARSHAL",2025,1,1,0,,,,,,,0,TRUE
"CHIEF INFORMATION OFFICER",2022,1,1,0,,,,,,,0,TRUE
"CHIEF INFORMATION OFFICER",2023,2,2,0,,,,,,,0,TRUE
"CHIEF INFORMATION OFFICER",2024,2,2,0,,,,,,,0,TRUE
"CHIEF INFORMATION OFFICER",2025,2,2,0,,,,,,,0,TRUE
"CHIEF INFORMATION TECHNOLOGY OFFICER",2015,1,1,0,,,,,,,0,TRUE
"CHIEF INFORMATION TECHNOLOGY OFFICER",2017,1,1,0,,,,,,,0,TRUE
"CHIEF INFORMATION TECHNOLOGY OFFICER",2018,1,1,0,,,,,,,0,TRUE
"CHIEF INFORMATION TECHNOLOGY OFFICER",2020,1,1,0,,,,,,,0,TRUE
"CHIEF INFORMATION TECHNOLOGY OFFICER",2022,1,1,0,,,,,,,0,TRUE
"CHIEF INFORMATION TECHNOLOGY OFFICER",2023,1,1,0,,,,,,,0,TRUE
"CHIEF INFORMATION TECHNOLOGY OFFICER",2024,2,2,0,,,,,,,0,TRUE
"CHIEF INFORMATION TECHNOLOGY OFFICER",2025,2,2,0,,,,,,,0,TRUE
"CHIEF INVESTIGATING ACCOUNTANT",2019,1,1,0,,,,,,,0,TRUE
"CHIEF INVESTIGATING ACCOUNTANT",2020,5,5,0,,,,,,,0,TRUE
"CHIEF INVESTIGATING ACCOUNTANT",2021,9,9,0,,,,,,,0,TRUE
"CHIEF INVESTIGATING ACCOUNTANT",2022,23,22,1,,,,,,,0.0434782608695652,TRUE
"CHIEF INVESTIGATING ACCOUNTANT",2023,33,30,3,,,,,,,0.0909090909090909,TRUE
"CHIEF INVESTIGATING ACCOUNTANT",2024,27,25,2,,,,,,,0.0740740740740741,TRUE
"CHIEF INVESTIGATING ACCOUNTANT",2025,27,22,5,,,,,,,0.185185185185185,TRUE
"CHIEF INVESTIGATOR",2014,1,1,0,,,,,,,0,TRUE
"CHIEF INVESTIGATOR",2015,1,1,0,,,,,,,0,TRUE
"CHIEF INVESTIGATOR",2016,1,0,1,,,,,,,1,TRUE
"CHIEF INVESTIGATOR",2017,1,0,1,,,,,,,1,TRUE
"CHIEF INVESTIGATOR",2022,1,1,0,,,,,,,0,TRUE
"CHIEF INVESTIGATOR",2024,1,0,1,,,,,,,1,TRUE
"CHIEF INVESTIGATOR",2025,1,0,1,,,,,,,1,TRUE
"CHIEF MARINE ENGINEER",2014,30,29,1,,,,,,,0.0333333333333333,TRUE
"CHIEF MARINE ENGINEER",2015,31,30,1,,,,,,,0.032258064516129,TRUE
"CHIEF MARINE ENGINEER",2016,34,32,2,,,,,,,0.0588235294117647,TRUE
"CHIEF MARINE ENGINEER",2017,34,32,2,,,,,,,0.0588235294117647,TRUE
"CHIEF MARINE ENGINEER",2018,31,28,3,,,,,,,0.0967741935483871,TRUE
"CHIEF MARINE ENGINEER",2019,32,30,2,,,,,,,0.0625,TRUE
"CHIEF MARINE ENGINEER",2020,29,27,2,,,,,,,0.0689655172413793,TRUE
"CHIEF MARINE ENGINEER",2021,27,25,2,,,,,,,0.0740740740740741,TRUE
"CHIEF MARINE ENGINEER",2022,29,27,2,,,,,,,0.0689655172413793,TRUE
"CHIEF MARINE ENGINEER",2023,30,28,2,,,,,,,0.0666666666666667,TRUE
"CHIEF MARINE ENGINEER",2024,33,32,1,,,,,,,0.0303030303030303,TRUE
"CHIEF MARINE ENGINEER",2025,33,32,1,,,,,,,0.0303030303030303,TRUE
"CHIEF OF CITY SHERIFF OPERATIONS",2023,1,1,0,,,,,,,0,TRUE
"CHIEF OF CITY SHERIFF OPERATIONS",2024,1,1,0,,,,,,,0,TRUE
"CHIEF OF CITY SHERIFF OPERATIONS",2025,1,1,0,,,,,,,0,TRUE
"CHIEF OF DEPARTMENT",2014,1,1,0,,,,,,,0,TRUE
"CHIEF OF DEPARTMENT",2015,1,1,0,,,,,,,0,TRUE
"CHIEF OF DEPARTMENT",2016,1,1,0,,,,,,,0,TRUE
"CHIEF OF DEPARTMENT",2017,1,1,0,,,,,,,0,TRUE
"CHIEF OF DEPARTMENT",2018,1,1,0,,,,,,,0,TRUE
"CHIEF OF DEPARTMENT",2019,1,1,0,,,,,,,0,TRUE
"CHIEF OF DEPARTMENT",2020,1,1,0,,,,,,,0,TRUE
"CHIEF OF DEPARTMENT",2023,1,1,0,,,,,,,0,TRUE
"CHIEF OF DEPARTMENT",2024,1,1,0,,,,,,,0,TRUE
"CHIEF OF DEPARTMENT",2025,1,1,0,,,,,,,0,TRUE
"CHIEF OF HOUSING COMMUNITY ACTIVITIES",2014,1,1,0,,,,,,,0,TRUE
"CHIEF OF HOUSING COMMUNITY ACTIVITIES",2015,3,3,0,,,,,,,0,TRUE
"CHIEF OF HOUSING COMMUNITY ACTIVITIES",2016,3,3,0,,,,,,,0,TRUE
"CHIEF OF HOUSING COMMUNITY ACTIVITIES",2017,3,3,0,,,,,,,0,TRUE
"CHIEF OF HOUSING COMMUNITY ACTIVITIES",2018,3,3,0,,,,,,,0,TRUE
"CHIEF OF HOUSING COMMUNITY ACTIVITIES",2019,3,3,0,,,,,,,0,TRUE
"CHIEF OF HOUSING COMMUNITY ACTIVITIES",2020,3,3,0,,,,,,,0,TRUE
"CHIEF OF HOUSING COMMUNITY ACTIVITIES",2021,3,3,0,,,,,,,0,TRUE
"CHIEF OF HOUSING COMMUNITY ACTIVITIES",2022,2,2,0,,,,,,,0,TRUE
"CHIEF OF HOUSING COMMUNITY ACTIVITIES",2023,7,7,0,,,,,,,0,TRUE
"CHIEF OF HOUSING COMMUNITY ACTIVITIES",2024,17,17,0,,,,,,,0,TRUE
"CHIEF OF HOUSING COMMUNITY ACTIVITIES",2025,22,20,2,,,,,,,0.0909090909090909,TRUE
"CHIEF OF INFORMATION TECHNOLOGY",2023,1,1,0,,,,,,,0,TRUE
"CHIEF OF INFORMATION TECHNOLOGY",2024,1,1,0,,,,,,,0,TRUE
"CHIEF OF INFORMATION TECHNOLOGY",2025,1,1,0,,,,,,,0,TRUE
"CHIEF OF PROFESSIONAL STANDARDS",2023,1,1,0,,,,,,,0,TRUE
"CHIEF OF STAFF",2014,2,2,0,,,,,,,0,TRUE
"CHIEF OF STAFF",2015,3,3,0,,,,,,,0,TRUE
"CHIEF OF STAFF",2016,5,5,0,,,,,,,0,TRUE
"CHIEF OF STAFF",2017,6,6,0,,,,,,,0,TRUE
"CHIEF OF STAFF",2018,6,6,0,,,,,,,0,TRUE
"CHIEF OF STAFF",2019,3,3,0,,,,,,,0,TRUE
"CHIEF OF STAFF",2020,7,7,0,,,,,,,0,TRUE
"CHIEF OF STAFF",2021,7,7,0,,,,,,,0,TRUE
"CHIEF OF STAFF",2022,9,9,0,,,,,,,0,TRUE
"CHIEF OF STAFF",2023,12,12,0,,,,,,,0,TRUE
"CHIEF OF STAFF",2024,11,11,0,,,,,,,0,TRUE
"CHIEF OF STAFF",2025,9,9,0,,,,,,,0,TRUE
"CHIEF OF STAFF MAYOR S OFFICE",2019,1,1,0,,,,,,,0,TRUE
"CHIEF OF STAFF MAYOR S OFFICE",2022,1,1,0,,,,,,,0,TRUE
"CHIEF OF STAFF TO FIRST DEPUTY COMMISSIONER",2024,1,1,0,,,,,,,0,TRUE
"CHIEF OF STAFF TO FIRST DEPUTY COMMISSIONER",2025,1,1,0,,,,,,,0,TRUE
"CHIEF OF STAFF TO THE CHANCELLOR",2025,1,1,0,,,,,,,0,TRUE
"CHIEF OF STAFF TO THE DEPUTY CHANCELLOR",2025,3,3,0,,,,,,,0,TRUE
"CHIEF OF STAFF TO THE DEPUTY CHANCELLOR DOE",2023,2,1,1,,,,,,,0.5,TRUE
"CHIEF OF STAFF TO THE DEPUTY CHANCELLOR DOE",2024,2,1,1,,,,,,,0.5,TRUE
"CHIEF OF STAFF TO THE DEPUTY CHANCELLOR DOE",2025,1,0,1,,,,,,,1,TRUE
"CHIEF OF STAFF TO THE MAYOR",2023,1,1,0,,,,,,,0,TRUE
"CHIEF OF STAFF TO THE MAYOR",2024,1,1,0,,,,,,,0,TRUE
"CHIEF OF STAFF TO THE MAYOR",2025,1,1,0,,,,,,,0,TRUE
"CHIEF OF STRATEGIC INITIATIVES",2022,1,1,0,,,,,,,0,TRUE
"CHIEF OF STUDENT PATHWAYS DOE",2023,1,1,0,,,,,,,0,TRUE
"CHIEF OF STUDENT PATHWAYS DOE",2024,1,1,0,,,,,,,0,TRUE
"CHIEF OF STUDENT PATHWAYS DOE",2025,1,1,0,,,,,,,0,TRUE
"CHIEF OFFICE ASSISTANT",2014,1,1,0,,,,,,,0,TRUE
"CHIEF OFFICE ASSISTANT",2015,1,1,0,,,,,,,0,TRUE
"CHIEF OFFICE ASSISTANT",2016,1,1,0,,,,,,,0,TRUE
"CHIEF OPERATING OFFICER",2022,1,1,0,,,,,,,0,TRUE
"CHIEF PENSION INVESTMENT ADVISOR FINANCE",2023,1,1,0,,,,,,,0,TRUE
"CHIEF PENSION INVESTMENT ADVISOR FINANCE",2024,1,1,0,,,,,,,0,TRUE
"CHIEF PENSION INVESTMENT ADVISOR FINANCE",2025,1,1,0,,,,,,,0,TRUE
"CHIEF PUBLICATIONS & REPORTS",2017,1,1,0,,,,,,,0,TRUE
"CHIEF PUBLICATIONS & REPORTS",2018,1,1,0,,,,,,,0,TRUE
"CHIEF PUBLICATIONS & REPORTS",2021,1,0,1,,,,,,,1,TRUE
"CHIEF PUBLICATIONS & REPORTS",2022,1,0,1,,,,,,,1,TRUE
"CHIEF PUBLICATIONS & REPORTS",2023,1,1,0,,,,,,,0,TRUE
"CHIEF PUBLICATIONS & REPORTS",2024,1,1,0,,,,,,,0,TRUE
"CHIEF PUBLICATIONS & REPORTS",2025,1,1,0,,,,,,,0,TRUE
"CHIEF RACKETS INVESTIGATOR",2014,5,1,4,,,,,,,0.8,TRUE
"CHIEF RACKETS INVESTIGATOR",2015,5,0,5,,,,,,,1,TRUE
"CHIEF RACKETS INVESTIGATOR",2016,4,0,4,,,,,,,1,TRUE
"CHIEF RACKETS INVESTIGATOR",2017,4,0,4,,,,,,,1,TRUE
"CHIEF RACKETS INVESTIGATOR",2018,4,0,4,,,,,,,1,TRUE
"CHIEF RACKETS INVESTIGATOR",2019,5,0,5,,,,,,,1,TRUE
"CHIEF RACKETS INVESTIGATOR",2020,5,1,4,,,,,,,0.8,TRUE
"CHIEF RACKETS INVESTIGATOR",2021,5,0,5,,,,,,,1,TRUE
"CHIEF RACKETS INVESTIGATOR",2022,4,0,4,,,,,,,1,TRUE
"CHIEF RACKETS INVESTIGATOR",2023,5,1,4,,,,,,,0.8,TRUE
"CHIEF RACKETS INVESTIGATOR",2024,5,1,4,,,,,,,0.8,TRUE
"CHIEF RACKETS INVESTIGATOR",2025,5,1,4,,,,,,,0.8,TRUE
"CHIEF REVIEW ASSESSOR",2014,1,1,0,,,,,,,0,TRUE
"CHIEF REVIEW ASSESSOR",2015,1,1,0,,,,,,,0,TRUE
"CHIEF REVIEW ASSESSOR",2016,1,1,0,,,,,,,0,TRUE
"CHIEF REVIEW ASSESSOR",2017,1,1,0,,,,,,,0,TRUE
"CHIEF REVIEW ASSESSOR",2018,1,1,0,,,,,,,0,TRUE
"CHIEF SCHOOL BUSINESS EXECUTIVE",2014,1,1,0,,,,,,,0,TRUE
"CHIEF SCHOOL BUSINESS EXECUTIVE",2015,1,1,0,,,,,,,0,TRUE
"CHIEF SCHOOL BUSINESS EXECUTIVE",2016,1,1,0,,,,,,,0,TRUE
"CHIEF SCHOOL BUSINESS EXECUTIVE",2017,1,1,0,,,,,,,0,TRUE
"CHIEF SCHOOL BUSINESS EXECUTIVE",2018,1,1,0,,,,,,,0,TRUE
"CHIEF SCHOOL BUSINESS EXECUTIVE",2019,1,1,0,,,,,,,0,TRUE
"CHIEF SCHOOL BUSINESS EXECUTIVE",2020,1,1,0,,,,,,,0,TRUE
"CHIEF SCHOOL BUSINESS EXECUTIVE",2021,1,1,0,,,,,,,0,TRUE
"CHIEF SCHOOL BUSINESS EXECUTIVE",2022,1,1,0,,,,,,,0,TRUE
"CHIEF SCHOOL BUSINESS EXECUTIVE",2023,1,0,1,,,,,,,1,TRUE
"CHIEF SCHOOL BUSINESS EXECUTIVE",2024,1,0,1,,,,,,,1,TRUE
"CHIEF SCHOOL BUSINESS EXECUTIVE",2025,1,0,1,,,,,,,1,TRUE
"CHIEF SERVICE OFFICER",2019,1,1,0,,,,,,,0,TRUE
"CHIEF SERVICE OFFICER",2020,1,1,0,,,,,,,0,TRUE
"CHIEF SERVICE OFFICER",2021,1,1,0,,,,,,,0,TRUE
"CHIEF SERVICE OFFICER OF NYC SERVICE",2023,1,1,0,,,,,,,0,TRUE
"CHIEF SERVICE OFFICER OF NYC SERVICE",2024,1,1,0,,,,,,,0,TRUE
"CHIEF SERVICE OFFICER OF NYC SERVICE",2025,1,1,0,,,,,,,0,TRUE
"CHIEF STRATEGY OFFICER",2018,1,1,0,,,,,,,0,TRUE
"CHIEF STRATEGY OFFICER",2019,1,1,0,,,,,,,0,TRUE
"CHIEF STRATEGY OFFICER",2020,2,2,0,,,,,,,0,TRUE
"CHIEF STRATEGY OFFICER",2021,2,2,0,,,,,,,0,TRUE
"CHIEF STRATEGY OFFICER",2022,2,2,0,,,,,,,0,TRUE
"CHIEF STRATEGY OFFICER",2023,1,1,0,,,,,,,0,TRUE
"CHIEF STRATEGY OFFICER",2024,1,1,0,,,,,,,0,TRUE
"CHIEF STRATEGY OFFICER",2025,1,1,0,,,,,,,0,TRUE
"CHIEF STRATEGY OFFICER DOE",2023,1,1,0,,,,,,,0,TRUE
"CHIEF STRATEGY OFFICER DOE",2025,1,1,0,,,,,,,0,TRUE
"CHIEF STRATEGY OFFICER/DIVISION DOE",2023,3,3,0,,,,,,,0,TRUE
"CHIEF STRATEGY OFFICER/DIVISION DOE",2024,3,3,0,,,,,,,0,TRUE
"CHIEF STRATEGY OFFICER/DIVISION DOE",2025,1,1,0,,,,,,,0,TRUE
"CHIEF TAX COMPLIANCE OFFICER",2023,1,1,0,,,,,,,0,TRUE
"CHIEF TAX COMPLIANCE OFFICER",2024,1,1,0,,,,,,,0,TRUE
"CHIEF TAX COMPLIANCE OFFICER",2025,1,1,0,,,,,,,0,TRUE
"CHILD AND FAMILY SPECIALIST",2014,211,191,20,,,,,,,0.0947867298578199,TRUE
"CHILD AND FAMILY SPECIALIST",2015,200,181,19,,,,,,,0.095,TRUE
"CHILD AND FAMILY SPECIALIST",2016,214,194,20,,,,,,,0.0934579439252336,TRUE
"CHILD AND FAMILY SPECIALIST",2017,246,217,29,,,,,,,0.117886178861789,TRUE
"CHILD AND FAMILY SPECIALIST",2018,220,194,26,,,,,,,0.118181818181818,TRUE
"CHILD AND FAMILY SPECIALIST",2019,239,210,29,,,,,,,0.121338912133891,TRUE
"CHILD AND FAMILY SPECIALIST",2020,223,196,27,,,,,,,0.121076233183857,TRUE
"CHILD AND FAMILY SPECIALIST",2021,221,196,25,,,,,,,0.113122171945701,TRUE
"CHILD AND FAMILY SPECIALIST",2022,196,171,25,,,,,,,0.127551020408163,TRUE
"CHILD AND FAMILY SPECIALIST",2023,185,161,24,,,,,,,0.12972972972973,TRUE
"CHILD AND FAMILY SPECIALIST",2024,181,158,23,,,,,,,0.12707182320442,TRUE
"CHILD AND FAMILY SPECIALIST",2025,176,157,19,,,,,,,0.107954545454545,TRUE
"CHILD PROTECTIVE SPECIALIST",2014,1763,1512,251,49450.2837301587,49291.1752988048,49561,49561,0.00321754334559899,159.108431353954,0.142370958593307,FALSE
"CHILD PROTECTIVE SPECIALIST",2015,1925,1654,271,51254.892382104,51132.7343173432,51830,51830,0.00238334447861358,122.158064760821,0.140779220779221,FALSE
"CHILD PROTECTIVE SPECIALIST",2016,1844,1580,264,52478.8911392405,52469.8901515152,53126,53126,0.000171516347429525,9.00098772535421,0.143167028199566,FALSE
"CHILD PROTECTIVE SPECIALIST",2017,1952,1653,299,53377.2958257713,53171.127090301,54720,54720,0.00386247996045508,206.168735470324,0.153176229508197,FALSE
"CHILD PROTECTIVE SPECIALIST",2018,2185,1844,341,52973.8817787419,52985.0967741935,54720,54720,-0.000211708016763795,-11.2149954516572,0.156064073226545,FALSE
"CHILD PROTECTIVE SPECIALIST",2019,2207,1866,341,55510.5316184351,55341.5835777126,57070,57070,0.00304353130472307,168.948040722527,0.154508382419574,FALSE
"CHILD PROTECTIVE SPECIALIST",2020,2256,1910,346,58891.6455497382,58706.5606936416,60327,60327,0.0031428032680846,185.084856096597,0.153368794326241,FALSE
"CHILD PROTECTIVE SPECIALIST",2021,2142,1804,338,59694.6890243902,59486.6923076923,60327,60327,0.00348434207627678,207.99671669794,0.157796451914099,FALSE
"CHILD PROTECTIVE SPECIALIST",2022,1948,1630,318,59468.6595092025,59021.8616352201,60327,60327,0.00751316538273716,446.797873982323,0.163244353182752,FALSE
"CHILD PROTECTIVE SPECIALIST",2023,1930,1619,311,63964.5138974676,63964.7652733119,65921,65921,-3.92992659534191e-06,-0.251375844323775,0.161139896373057,FALSE
"CHILD PROTECTIVE SPECIALIST",2024,2016,1662,354,66118.8032490975,65532.6581920904,67899,67899,0.00886502822500978,586.145057007117,0.175595238095238,FALSE
"CHILD PROTECTIVE SPECIALIST",2025,2080,1693,387,67800.7773183697,66927.3953488372,70106,70106,0.0128815922777907,873.381969532522,0.186057692307692,FALSE
"CHILD PROTECTIVE SPECIALIST SUPERVISOR",2014,510,453,57,70011.1214128035,69322.298245614,72592,72592,0.00983876780273275,688.823167189505,0.111764705882353,FALSE
"CHILD PROTECTIVE SPECIALIST SUPERVISOR",2015,489,437,52,73464.052631579,72817.1730769231,75926,75914,0.00880538891449345,646.879554655869,0.106339468302658,FALSE
"CHILD PROTECTIVE SPECIALIST SUPERVISOR",2016,472,421,51,75493.9524940618,75058.7843137255,77844,77812,0.00576427867345386,435.168180336259,0.108050847457627,FALSE
"CHILD PROTECTIVE SPECIALIST SUPERVISOR",2017,504,442,62,76898.8868778281,75199.9032258065,80170,80146,0.0220937353062189,1698.9836520216,0.123015873015873,FALSE
"CHILD PROTECTIVE SPECIALIST SUPERVISOR",2018,532,467,65,77314.869379015,76264.3230769231,80146,80146,0.0135878946770497,1050.54630209191,0.12218045112782,FALSE
"CHILD PROTECTIVE SPECIALIST SUPERVISOR",2019,581,511,70,79772.5381604697,77762.9285714286,83588,83588,0.025191746876583,2009.60958904111,0.120481927710843,FALSE
"CHILD PROTECTIVE SPECIALIST SUPERVISOR",2020,570,500,70,82454.744,79136.5285714286,86116,86096,0.0402428686040361,3318.21542857144,0.12280701754386,FALSE
"CHILD PROTECTIVE SPECIALIST SUPERVISOR",2021,543,475,68,82598.4821052632,78564.5735294118,86114,86096,0.0488375630282237,4033.9085758514,0.125230202578269,FALSE
"CHILD PROTECTIVE SPECIALIST SUPERVISOR",2022,504,439,65,83001.3280182232,78313.3538461538,86096,86096,0.0564807128271506,4687.9741720694,0.128968253968254,FALSE
"CHILD PROTECTIVE SPECIALIST SUPERVISOR",2023,501,436,65,90871.8463302752,86626.2615384615,94154,94079,0.0467205736789264,4245.5847918137,0.129740518962076,FALSE
"CHILD PROTECTIVE SPECIALIST SUPERVISOR",2024,483,420,63,94246.230952381,91676.4761904762,96976,96901,0.0272663928937717,2569.75476190477,0.130434782608696,FALSE
"CHILD PROTECTIVE SPECIALIST SUPERVISOR",2025,491,425,66,96380.0705882353,94255.1666666667,100127,100076,0.0220471297499549,2124.90392156864,0.134419551934827,FALSE
"CHILD WELFARE SPECIALIST",2014,227,204,23,,,,,,,0.101321585903084,TRUE
"CHILD WELFARE SPECIALIST",2015,206,186,20,,,,,,,0.0970873786407767,TRUE
"CHILD WELFARE SPECIALIST",2016,180,162,18,,,,,,,0.1,TRUE
"CHILD WELFARE SPECIALIST",2017,193,174,19,,,,,,,0.0984455958549223,TRUE
"CHILD WELFARE SPECIALIST",2018,201,177,24,,,,,,,0.119402985074627,TRUE
"CHILD WELFARE SPECIALIST",2019,212,183,29,,,,,,,0.136792452830189,TRUE
"CHILD WELFARE SPECIALIST",2020,197,169,28,,,,,,,0.142131979695431,TRUE
"CHILD WELFARE SPECIALIST",2021,194,167,27,,,,,,,0.139175257731959,TRUE
"CHILD WELFARE SPECIALIST",2022,173,149,24,,,,,,,0.138728323699422,TRUE
"CHILD WELFARE SPECIALIST",2023,155,135,20,,,,,,,0.129032258064516,TRUE
"CHILD WELFARE SPECIALIST",2024,157,136,21,,,,,,,0.133757961783439,TRUE
"CHILD WELFARE SPECIALIST",2025,147,126,21,,,,,,,0.142857142857143,TRUE
"CHILD WELFARE SPECIALIST SUPERVISOR",2014,120,111,9,,,,,,,0.075,TRUE
"CHILD WELFARE SPECIALIST SUPERVISOR",2015,109,101,8,,,,,,,0.073394495412844,TRUE
"CHILD WELFARE SPECIALIST SUPERVISOR",2016,109,100,9,,,,,,,0.0825688073394495,TRUE
"CHILD WELFARE SPECIALIST SUPERVISOR",2017,117,108,9,,,,,,,0.0769230769230769,TRUE
"CHILD WELFARE SPECIALIST SUPERVISOR",2018,145,135,10,,,,,,,0.0689655172413793,TRUE
"CHILD WELFARE SPECIALIST SUPERVISOR",2019,156,140,16,,,,,,,0.102564102564103,TRUE
"CHILD WELFARE SPECIALIST SUPERVISOR",2020,142,127,15,,,,,,,0.105633802816901,TRUE
"CHILD WELFARE SPECIALIST SUPERVISOR",2021,134,119,15,,,,,,,0.111940298507463,TRUE
"CHILD WELFARE SPECIALIST SUPERVISOR",2022,111,97,14,,,,,,,0.126126126126126,TRUE
"CHILD WELFARE SPECIALIST SUPERVISOR",2023,105,92,13,,,,,,,0.123809523809524,TRUE
"CHILD WELFARE SPECIALIST SUPERVISOR",2024,94,82,12,,,,,,,0.127659574468085,TRUE
"CHILD WELFARE SPECIALIST SUPERVISOR",2025,89,78,11,,,,,,,0.123595505617978,TRUE
"CITY ASSESSOR",2014,111,100,11,,,,,,,0.0990990990990991,TRUE
"CITY ASSESSOR",2015,105,96,9,,,,,,,0.0857142857142857,TRUE
"CITY ASSESSOR",2016,106,97,9,,,,,,,0.0849056603773585,TRUE
"CITY ASSESSOR",2017,120,105,15,,,,,,,0.125,TRUE
"CITY ASSESSOR",2018,115,102,13,,,,,,,0.11304347826087,TRUE
"CITY ASSESSOR",2019,108,94,14,,,,,,,0.12962962962963,TRUE
"CITY ASSESSOR",2020,104,89,15,,,,,,,0.144230769230769,TRUE
"CITY ASSESSOR",2021,100,86,14,,,,,,,0.14,TRUE
"CITY ASSESSOR",2022,109,91,18,,,,,,,0.165137614678899,TRUE
"CITY ASSESSOR",2023,111,91,20,,,,,,,0.18018018018018,TRUE
"CITY ASSESSOR",2024,112,88,24,,,,,,,0.214285714285714,TRUE
"CITY ASSESSOR",2025,124,97,27,,,,,,,0.217741935483871,TRUE
"CITY ATTENDANT",2014,68,67,1,,,,,,,0.0147058823529412,TRUE
"CITY ATTENDANT",2015,72,71,1,,,,,,,0.0138888888888889,TRUE
"CITY ATTENDANT",2016,92,90,2,,,,,,,0.0217391304347826,TRUE
"CITY ATTENDANT",2017,92,89,3,,,,,,,0.0326086956521739,TRUE
"CITY ATTENDANT",2018,92,89,3,,,,,,,0.0326086956521739,TRUE
"CITY ATTENDANT",2019,91,87,4,,,,,,,0.043956043956044,TRUE
"CITY ATTENDANT",2020,80,76,4,,,,,,,0.05,TRUE
"CITY ATTENDANT",2021,75,71,4,,,,,,,0.0533333333333333,TRUE
"CITY ATTENDANT",2022,65,62,3,,,,,,,0.0461538461538462,TRUE
"CITY ATTENDANT",2023,66,62,4,,,,,,,0.0606060606060606,TRUE
"CITY ATTENDANT",2024,60,58,2,,,,,,,0.0333333333333333,TRUE
